# of SR,DESCRIPTION,DATETIMEINIT,DATETIMECLOSED,STATUS,PROBADDRESS,SRX,SRY
225 ,Pick up dead animal(s), 12/31/2009, 01/06/2010,CLOSED,1400 N NEIL ST,"1,009,357.00","1,261,195.00"
226 ,Tree inspection, 12/31/2009, 01/06/2010,CLOSED,2810 CHERRY HILLS DR,"995,338.00","1,242,591.00"
227 ,Slick street, 01/04/2010, 01/06/2010,CLOSED,1806 TAHOE CT,"1,004,263.00","1,249,245.00"
228 ,Slick street, 01/04/2010, 01/14/2010,CLOSED,CLOVER LN / CYPRESS DR,"999,301.00","1,248,098.00"
229 ,Slick street, 01/04/2010, 01/06/2010,CLOSED,62 GREENCROFT DR,"1,003,714.00","1,250,235.00"
230 ,Snow & Ice mailbox repair, 01/04/2010, 01/26/2010,CLOSED,2307 SAVANNA DR,"985,721.00","1,245,598.00"
231 ,Slick street, 01/04/2010, 01/06/2010,CLOSED,LINCOLNSHIRE DR / RIDGE RD,"1,004,263.00","1,249,245.00"
232 ,Sewer backup, 01/04/2010, 01/06/2010,CLOSED,1904 N PROSPECT AVE,"1,006,187.00","1,264,630.00"
233 ,Sewer backup, 01/04/2010, 01/06/2010,CLOSED,1015 HOLLYCREST DR,"999,050.00","1,251,962.00"
234 ,Sewer backup, 01/04/2010, 01/06/2010,CLOSED,2311 SOUTHMOOR DR,"997,977.00","1,247,143.00"
235 ,Water leak, 01/04/2010, 01/06/2010,CLOSED,RIDGE RD / LINCOLNSHIRE DR,"1,003,987.00","1,249,344.00"
236 ,Slick street, 01/04/2010, 01/06/2010,CLOSED,W GREEN ST / WESTLAWN AVE,"1,001,606.00","1,254,087.00"
237 ,Slick street, 01/04/2010, 01/06/2010,CLOSED,RIDGELAND DR / SOUTHWOOD DR,"999,852.00","1,248,539.00"
238 ,Slick street, 01/05/2010, 01/06/2010,CLOSED,5 ALDER CT,"999,371.00","1,247,666.00"
239 ,Sewer backup, 01/05/2010, 01/06/2010,CLOSED,1916 CLOVER LN,"999,328.91","1,247,168.58"
240 ,Slick street, 01/05/2010, 01/06/2010,CLOSED,1703 CAROLYN DR,"997,675.00","1,249,298.00"
241 ,Slick street, 01/05/2010, 01/06/2010,CLOSED,405 E CLARK ST,"1,012,416.00","1,255,908.00"
242 ,Pothole repair, 01/05/2010, 02/01/2010,CLOSED,3600 W BRADLEY AVE,"992,209.00","1,260,449.00"
243 ,Manhole cover missing, 01/05/2010, 04/12/2010,CLOSED,812 W WASHINGTON ST,"1,005,840.00","1,257,789.00"
244 ,Pothole repair, 01/05/2010, 01/21/2010,CLOSED,1305 MEAGHAN,"993,413.00","1,260,973.00"
245 ,Slick street, 01/05/2010, 01/06/2010,CLOSED,1716 CLOVER LN,"999,304.00","1,248,636.00"
246 ,Slick street, 01/06/2010, 01/06/2010,CLOSED,MATTIS / W GREEN ST,"1,000,087.00","1,254,106.00"
247 ,Slick street, 01/06/2010, 01/12/2010,CLOSED,504 S FAIR ST,"1,001,197.00","1,254,495.00"
248 ,Slick street, 01/06/2010, 01/12/2010,CLOSED,501 WILDWOOD CT,"1,000,454.00","1,254,581.00"
249 ,Water leak, 01/06/2010, 01/14/2010,CLOSED,W SPRINGFIELD AVE / S STALEY RD,"989,508.00","1,255,166.00"
250 ,Slick street, 01/06/2010, 01/12/2010,CLOSED,1706 TARA DR,"998,138.00","1,249,240.00"
251 ,Slick street, 01/06/2010, 01/12/2010,CLOSED,506 W HEALEY ST,"1,007,339.00","1,254,662.00"
252 ,"Barricade setup spec. event - fire, accident, etc.", 01/06/2010, 01/12/2010,CLOSED,POMONA DR / CLAYTON BLVD,"995,431.00","1,258,436.00"
253 ,Slick street, 01/06/2010, 01/12/2010,CLOSED,1301 WAVERLY DR,"1,002,449.00","1,250,899.00"
254 ,Slick street, 01/06/2010, 01/12/2010,CLOSED,2007 LAKESIDE CT,"1,001,044.00","1,246,799.00"
255 ,Slick street, 01/07/2010, 01/12/2010,CLOSED,4 ALDER CT,"999,436.00","1,247,804.00"
256 ,Pick up garbage, 01/07/2010, 01/12/2010,CLOSED,1411 CAMBRIDGE DR,"1,001,228.00","1,250,480.00"
257 ,Slick street, 01/07/2010, 01/12/2010,CLOSED,1008 W WASHINGTON ST,"1,004,446.00","1,257,799.00"
258 ,Sewer backup, 01/08/2010, 01/12/2010,CLOSED,1204 MAYFAIR RD,"1,001,698.00","1,251,471.00"
259 ,Pick up garbage, 01/11/2010, 01/12/2010,CLOSED,W JOHN ST / S DUNCAN RD,"994,854.00","1,253,748.00"
260 ,Pick up abandoned bicycle(s), 01/11/2010, 01/15/2010,CLOSED,917 FRANCIS DR,"1,004,640.00","1,261,642.00"
261 ,Sewer backup, 01/11/2010, 01/12/2010,CLOSED,803 WESTFIELD DR,"996,364.00","1,253,122.00"
262 ,Pick up garbage, 01/11/2010, 01/12/2010,CLOSED,900 S MATTIS AVE,"1,000,197.00","1,252,952.00"
263 ,Sewer backup, 01/11/2010, 01/12/2010,CLOSED,902 W UNION ST,"1,005,305.00","1,255,355.00"
264 ,Sewer backup, 01/12/2010, 01/15/2010,CLOSED,22 HEDGE CT,"1,002,477.00","1,261,675.00"
265 ,Pick up miscellaneous debris, 01/12/2010, 01/15/2010,CLOSED,2102 N NEIL ST,"1,008,250.00","1,266,129.00"
266 ,Pick up miscellaneous debris, 01/12/2010, 01/15/2010,CLOSED,BLOOMINGTON RD / N PROSPECT AVE,"1,005,320.00","1,262,068.00"
267 ,Clean inlet, 01/12/2010, 01/15/2010,CLOSED,DODDS DR / S PROSPECT AVE,"1,005,423.00","1,250,042.00"
268 ,Misc. request/problem involving City facilities, 01/14/2010, 04/28/2010,CLOSED,702 EDGEBROOK DR,"1,006,489.00","1,262,003.00"
269 ,Pothole repair, 01/14/2010, 01/21/2010,CLOSED,CRESCENT DR / W KIRBY AVE,"998,675.00","1,249,729.00"
270 ,Electrical repair, 01/14/2010, 05/25/2010,CLOSED,702 Edgebrook Dr,"1,006,489.37","1,262,003.43"
271 ,Miscellaneous street problem, 01/15/2010, 01/22/2010,CLOSED,MULBERRY CT,"997,980.00","1,245,052.00"
272 ,Clean inlet, 01/15/2010, 01/25/2010,CLOSED,1608 W UNIVERSITY AVE,"1,001,056.00","1,256,404.00"
273 ,Pick up dead animal(s), 01/15/2010, 01/22/2010,CLOSED,808 S RANDOLPH ST,"1,008,955.00","1,252,793.00"
274 ,Sinkhole repair, 01/19/2010, 01/21/2010,CLOSED,N NEIL ST / W UNIVERSITY AVE,"1,009,369.00","1,256,289.00"
275 ,Pothole repair, 01/19/2010, 01/22/2010,CLOSED,1205 W KIRBY AVE,"1,003,075.00","1,249,566.00"
276 ,Pothole repair, 01/19/2010, 01/21/2010,CLOSED,1800 S MATTIS AVE,"1,000,176.00","1,249,114.00"
277 ,Pothole repair, 01/19/2010, 01/21/2010,CLOSED,300 E GREEN ST,"1,011,662.00","1,254,105.00"
278 ,Miscellaneous sewer call, 01/19/2010, 01/21/2010,CLOSED,2013 N PROSPECT AVE,"1,004,746.00","1,264,789.00"
279 ,Sewer backup, 01/19/2010, 01/21/2010,CLOSED,508 W BRADLEY AVE,"1,007,287.00","1,260,328.00"
280 ,Pick up miscellaneous debris, 01/19/2010, 01/21/2010,CLOSED,TOWN CENTER BLVD / N NEIL ST,"1,008,029.00","1,265,596.00"
281 ,Tree inspection, 01/19/2010, 01/21/2010,CLOSED,200 S STATE ST,"1,008,471.00","1,255,919.00"
282 ,Pick up abandoned bicycle(s), 01/19/2010, 01/21/2010,CLOSED,2011 W SPRINGFIELD AVE,"998,515.00","1,254,909.00"
283 ,Pick up miscellaneous debris, 01/19/2010, 01/21/2010,CLOSED,1109 N MARKET ST,"1,010,596.00","1,260,073.00"
284 ,Slick street, 01/19/2010, 01/21/2010,CLOSED,207 E CLARK ST,"1,011,392.00","1,255,892.00"
285 ,Blade or grade alley, 01/19/2010, 04/09/2010,CLOSED,E WHITE ST / N SECOND ST,"1,011,174.00","1,255,601.00"
286 ,Pothole repair, 01/19/2010, 05/24/2010,CLOSED,1211 W EUREKA ST,"1,002,952.00","1,259,659.00"
287 ,Sewer backup, 01/20/2010, 01/21/2010,CLOSED,3902 BLUESTEM CT,"990,447.00","1,258,724.00"
288 ,Blade or grade alley, 01/20/2010, 03/23/2010,CLOSED,900 S LOCUST ST,"1,010,286.00","1,253,616.00"
289 ,Problem-solving or troubleshooting for City, 01/20/2010, 05/26/2010,CLOSED,307 S Randolph St,"1,008,710.27","1,255,503.83"
290 ,Alley needs more rock, 01/20/2010, 03/23/2010,CLOSED,903 S LOCUST ST,"1,010,135.00","1,253,105.00"
291 ,Problem-solving or troubleshooting for City, 01/21/2010, 04/27/2010,CLOSED,102 N Neil St,"1,009,517.05","1,256,347.04"
292 ,Pothole repair, 01/21/2010, 01/25/2010,CLOSED,FRANCIS DR / N HIGHLAND AVE,"1,004,981.00","1,261,617.00"
293 ,Pothole repair, 01/21/2010, 02/01/2010,CLOSED,E UNIVERSITY AVE / S WATER ST,"1,010,526.00","1,256,299.00"
294 ,Blade or grade alley, 01/21/2010, 04/05/2010,CLOSED,S THIRD ST / E GREEN ST,"1,011,647.00","1,254,084.00"
295 ,Pothole repair, 01/21/2010, 01/25/2010,CLOSED,N OAK ST / W BRADLEY AVE,"1,011,591.00","1,260,284.00"
296 ,Sewer backup, 01/21/2010, 01/25/2010,CLOSED,1212 DORIE MILLER DR,"1,014,121.00","1,260,733.00"
297 ,Pothole repair, 01/21/2010, 01/25/2010,CLOSED,1712 ARDEN DR,"997,414.00","1,248,915.00"
298 ,Blade or grade alley, 01/21/2010, 03/08/2010,CLOSED,3506 N MATTIS AVE,"1,000,187.00","1,271,133.00"
299 ,Sewer backup, 01/21/2010, 01/25/2010,CLOSED,1807 MELINDA AVE,"1,002,177.00","1,263,275.00"
300 ,Sewer backup, 01/22/2010, 01/25/2010,CLOSED,3103 W DANIEL ST,"994,077.00","1,253,278.00"
301 ,Pothole repair, 01/22/2010, 02/01/2010,CLOSED,2000 S DUNCAN RD,"994,937.00","1,247,093.00"
302 ,Pothole repair, 01/22/2010, 02/01/2010,CLOSED,BROADMOOR DR / ROBERT DR,"1,002,965.00","1,248,193.00"
303 ,Misc. request/problem involving City facilities, 01/22/2010, 04/27/2010,CLOSED,702 EDGEBROOK DR,"1,009,283.00","1,251,316.00"
304 ,Pick up miscellaneous debris, 01/22/2010, 01/25/2010,CLOSED,N NEIL ST / W COLUMBIA AVE,"1,009,364.00","1,258,056.00"
305 ,Pick up dead animal(s), 01/22/2010, 01/25/2010,CLOSED,412 W CHURCH ST,"1,007,586.00","1,257,082.00"
306 ,Pick up miscellaneous debris, 01/22/2010, 01/25/2010,CLOSED,0200 N MATTIS AVE,"1,000,066.00","1,256,709.00"
307 ,Sewer backup, 01/22/2010, 01/25/2010,CLOSED,1005 S WRIGHT ST,"1,013,356.00","1,252,635.00"
308 ,Miscellaneous sewer call, 01/22/2010, 01/25/2010,CLOSED,2606 WELLINGTON DR,"1,002,205.00","1,266,616.00"
309 ,Loose manhole cover, 01/25/2010, 01/27/2010,CLOSED,S FIRST ST / E GREGORY DR,"1,010,740.00","1,251,843.00"
310 ,Pick up dead animal(s), 01/25/2010, 01/27/2010,CLOSED,500 N MATTIS AVE,"1,000,054.00","1,257,850.00"
311 ,Pick up dead animal(s), 01/25/2010, 01/27/2010,CLOSED,4605 BRITTANY TRAIL DR,"987,085.00","1,247,303.00"
312 ,Clean inlet, 01/25/2010, 04/12/2010,CLOSED,704 BALBOA DR,"1,006,476.00","1,248,573.00"
313 ,Sewer backup, 01/25/2010, 01/25/2010,CLOSED,3103 W WILLIAM ST,"994,248.00","1,252,544.00"
314 ,Sewer backup, 01/25/2010, 01/25/2010,CLOSED,1114 CENTENNIAL DR,"996,225.00","1,251,515.00"
315 ,Loose manhole cover, 01/25/2010, 01/27/2010,CLOSED,S FOURTH ST / E GREGORY DR,"1,012,196.00","1,251,856.00"
316 ,Pothole repair, 01/25/2010, 02/01/2010,CLOSED,1600 W Kirby Ave*,"1,001,019.40","1,249,701.70"
317 ,Sanitary sewer problem/request, 01/25/2010, 01/27/2010,CLOSED,3000 W JOHN ST,"994,854.10","1,253,748.00"
318 ,Miscellaneous sewer call, 01/25/2010, 01/27/2010,CLOSED,1900 ROUND BARN RD,"999,640.00","1,254,740.00"
319 ,Carpentry repair, 01/25/2010, 04/26/2010,CLOSED,102 N Neil St,"1,009,517.05","1,256,347.04"
320 ,Sinkhole repair, 01/25/2010, 01/27/2010,CLOSED,114 LOUISIANA AVE,"1,007,696.00","1,260,474.00"
321 ,Pick up dead animal(s), 01/25/2010, 01/27/2010,CLOSED,1901 SANGAMON DR,"999,673.00","1,251,139.00"
322 ,Pothole repair, 01/25/2010, 03/03/2010,CLOSED,N MATTIS AVE & W CHURCH ST,"1,000,038.00","1,257,055.00"
323 ,Pothole repair, 01/26/2010, 02/01/2010,CLOSED,N NEIL ST / W KENYON RD,"1,009,329.00","1,262,227.00"
324 ,Snow & Ice mailbox repair, 01/26/2010, 01/27/2010,CLOSED,1402 N MATTIS AVE,"1,000,227.00","1,250,646.00"
325 ,Plumbing repair, 01/26/2010, 04/27/2010,CLOSED,2315 W John St,"997,718.88","1,253,607.23"
326 ,Tree inspection, 01/26/2010, 01/27/2010,CLOSED,802 W HEALEY ST,"1,005,850.00","1,254,679.00"
327 ,Pothole repair, 01/26/2010, 02/01/2010,CLOSED,S FIRST ST / E GREEN ST,"1,010,721.00","1,254,073.00"
328 ,Inspect sewer, 01/27/2010, 02/01/2010,CLOSED,S ELM ST / E GREEN ST,"1,007,540.00","1,254,043.00"
329 ,Pothole repair, 01/27/2010, 02/01/2010,CLOSED,300 E GREEN ST,"1,010,029.00","1,254,195.00"
331 ,Pick up miscellaneous debris, 01/27/2010, 02/01/2010,CLOSED,W BLOOMINGTON RD / N PROSPECT AVE,"1,005,320.00","1,262,068.00"
332 ,Sewer backup, 01/27/2010, 02/01/2010,CLOSED,N FOURTH ST  / HOLTS DR,"1,012,089.00","1,258,563.00"
333 ,Miscellaneous sewer call, 01/27/2010, 04/12/2010,CLOSED,1204 JOANNE LN,"1,003,265.00","1,261,721.00"
334 ,Sewer backup, 01/28/2010, 02/01/2010,CLOSED,1216 W COLUMBIA AVE,"1,002,814.00","1,258,174.00"
335 ,"Installation of shelves, pictures, plaques, etc.", 01/28/2010, 04/27/2010,CLOSED,702 Edgebrook Dr,"1,006,489.37","1,262,003.43"
336 ,Slick street, 01/28/2010, 02/01/2010,CLOSED,N FIFTH ST / E HILL ST,"1,012,558.00","1,257,377.00"
337 ,Heating/air conditioning complaints, 01/28/2010, 04/27/2010,CLOSED,,,
338 ,Pothole repair, 01/28/2010, 02/01/2010,CLOSED,N NEIL ST / W PARK AVE,"1,009,369.00","1,256,651.00"
339 ,Pothole repair, 01/28/2010, 02/01/2010,CLOSED,N STALEY RD / I-72,"989,508.00","1,255,166.00"
340 ,Pothole repair, 01/28/2010, 02/03/2010,CLOSED,500 N FOURTH ST,"1,012,113.00","1,257,657.00"
341 ,Curb repair needed, 01/28/2010, 03/11/2010,CLOSED,2809 VALLEY BROOK DR,"996,158.00","1,245,006.00"
342 ,Slick street, 01/29/2010, 02/01/2010,CLOSED,N RUSSELL ST / W UNIVERSITY AVE,"1,002,711.00","1,256,297.00"
343 ,Slick street, 01/29/2010, 02/01/2010,CLOSED,608 SEDGEGRASS DR,"991,349.00","1,259,895.00"
344 ,Plumbing repair, 01/29/2010, 01/30/2010,CLOSED,702 EDGEBROOK DR,"1,006,489.00","1,262,003.00"
346 ,Pothole repair, 01/29/2010, 02/03/2010,CLOSED,W CHURCH ST / N MATTIS AVE,"1,000,038.00","1,257,055.00"
347 ,Misc. request/problem involving City facilities, 01/29/2010, 04/27/2010,CLOSED,82 E UNIVERSITY AVE,"1,010,705.00","1,256,301.00"
348 ,Misc. request/problem involving City facilities, 01/29/2010, 04/27/2010,CLOSED,82 E UNIVERSITY AVE,"1,010,563.00","1,256,413.00"
349 ,Electrical repair, 01/31/2010, 04/27/2010,CLOSED,82 E University Ave,"1,010,563.21","1,256,413.35"
350 ,Sewer backup, 02/01/2010, 02/01/2010,CLOSED,3 SOUTHWOOD CT,"998,529.00","1,248,992.00"
351 ,Sewer backup, 02/01/2010, 02/01/2010,CLOSED,2706 SANGAMON DR,"995,969.00","1,251,304.00"
352 ,Sewer backup, 02/01/2010, 02/01/2010,CLOSED,805 MAPLEPARK DR,"995,065.00","1,253,079.00"
353 ,Pothole repair, 02/01/2010, 02/05/2010,CLOSED,1800 W UNIVERSITY AVE,"1,004,440.00","1,256,379.00"
354 ,Pothole repair, 02/01/2010, 02/03/2010,CLOSED,W BRADLEY AVE / N MATTIS AVE,"1,000,013.00","1,260,335.00"
355 ,Pothole repair, 02/01/2010, 02/03/2010,CLOSED,SOUTHWOOD DR / S DUNCAN RD,"994,915.00","1,247,898.00"
356 ,Heating/air conditioning complaints, 02/01/2010, 04/27/2010,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
357 ,Pothole repair, 02/01/2010, 02/03/2010,CLOSED,2802 FARBER DR,"1,002,427.00","1,268,241.00"
358 ,Concrete street repair, 02/01/2010, 09/16/2010,CLOSED,620 TOWN CENTER BLVD,"1,006,787.00","1,266,609.00"
359 ,Pothole repair, 02/01/2010, 02/03/2010,CLOSED,750 N RANDOLPH ST,"1,008,916.00","1,258,507.00"
360 ,Pothole repair, 02/01/2010, 02/05/2010,CLOSED,1600 W KIRBY AVE,"1,001,301.00","1,249,718.00"
361 ,Snow & Ice mailbox repair, 02/01/2010, 02/02/2010,CLOSED,1908 W KIRBY AVE,"999,330.00","1,249,789.00"
362 ,Pick up dead animal(s), 02/01/2010, 02/03/2010,CLOSED,1600 W KIRBY AVE,"1,001,301.00","1,249,718.00"
363 ,Pick up miscellaneous debris, 02/01/2010, 02/03/2010,CLOSED,N NEIL ST / BELLEFONTAINE ST,"1,009,338.00","1,261,178.00"
364 ,Pothole repair, 02/01/2010, 02/03/2010,CLOSED,600 N MCKINLEY AVE,"1,004,038.00","1,258,121.00"
365 ,Slick street, 02/02/2010, 02/03/2010,CLOSED,FOOTHILL DR / RIDGE RD,"1,004,347.00","1,248,716.00"
366 ,Sewer backup, 02/02/2010, 02/03/2010,CLOSED,S OAK ST / E JOHN ST,"1,009,921.00","1,253,624.00"
367 ,Pick up dead animal(s), 02/02/2010, 02/03/2010,CLOSED,1100 W BLOOMINGTON RD,"1,003,541.00","1,263,100.00"
368 ,Heating/air conditioning complaints, 02/02/2010, 04/26/2010,CLOSED,82 E UNIVERSITY AVE,"1,010,563.00","1,256,413.00"
369 ,Electrical repair, 02/02/2010, 02/03/2010,CLOSED,702 W BRADLEY AVE,"1,006,579.00","1,260,330.00"
370 ,Concrete street repair, 02/02/2010, 02/08/2010,CLOSED,IRVINE RD / CLAYTON BLVD,"995,018.00","1,258,498.00"
371 ,Pothole repair, 02/02/2010, 02/05/2010,CLOSED,2400 CLAYTON BLVD,"997,227.00","1,260,359.00"
372 ,Pothole repair, 02/02/2010, 02/05/2010,CLOSED,500 HESSEL BLVD,"1,007,401.00","1,251,204.00"
373 ,Snow & Ice mailbox repair, 02/02/2010, 02/08/2010,CLOSED,1702 ALTON DR,"1,000,369.00","1,251,773.00"
374 ,Blade or grade alley, 02/02/2010, 04/05/2010,CLOSED,101 E GREEN ST,"1,010,802.00","1,253,926.00"
375 ,Pick up miscellaneous debris, 02/02/2010, 02/03/2010,CLOSED,3500 W BRADLEY AVE,"992,628.00","1,260,444.00"
376 ,Pothole repair, 02/02/2010, 02/05/2010,CLOSED,E DANIEL ST / S FIRST ST,"1,010,728.00","1,253,232.00"
377 ,Plumbing repair, 02/02/2010, 04/27/2010,CLOSED,410 E SPRINGFIELD AVE,"1,012,500.00","1,255,037.00"
378 ,Pick up dead animal(s), 02/03/2010, 02/05/2010,CLOSED,N OAK ST / E BRADLEY AVE,"1,011,591.00","1,260,284.00"
379 ,Pick up garbage, 02/03/2010, 02/05/2010,CLOSED,500 W BEARDSLEY AVE,"1,007,475.00","1,259,995.00"
380 ,Misc. request/problem involving City facilities, 02/03/2010, 02/18/2010,CLOSED,82 E UNIVERSITY AVE,"1,010,563.00","1,256,413.00"
381 ,Misc. request/problem involving City facilities, 02/03/2010, 04/26/2010,CLOSED,713 EDGEBROOK DR,"1,006,377.00","1,261,726.00"
382 ,Concrete sidewalk repair, 02/03/2010, 02/05/2010,CLOSED,W SPRINGFIELD AVE / S RANDOLPH ST,"1,008,917.00","1,254,941.00"
383 ,Pothole repair, 02/03/2010, 02/12/2010,CLOSED,850-450 HAINES BLVD,"1,005,731.00","1,252,059.00"
384 ,Pothole repair, 02/03/2010, 02/05/2010,CLOSED,400-1250 S ELM ST,"1,007,555.00","1,254,935.00"
385 ,Pothole repair, 02/03/2010, 02/12/2010,CLOSED,200-300 S WATER ST,"1,010,484.00","1,256,092.00"
386 ,Pothole repair, 02/03/2010, 02/12/2010,CLOSED,W TREMONT ST / N RANDOLPH ST,"1,008,891.00","1,259,308.00"
387 ,Pothole repair, 02/03/2010, 02/12/2010,CLOSED,W MAPLE ST / N RANDOLPH ST,"1,008,896.00","1,258,600.00"
388 ,Sewer backup, 02/03/2010, 02/03/2010,CLOSED,902 FAIROAKS DR,"994,622.00","1,252,923.00"
389 ,Sewer backup, 02/03/2010, 02/09/2010,CLOSED,1212 CENTENNIAL DR,"996,215.00","1,250,998.00"
390 ,Sewer backup, 02/03/2010, 02/05/2010,CLOSED,203 E HILL ST,"1,011,284.00","1,257,300.00"
391 ,Miscellaneous sewer call, 02/03/2010, 02/04/2010,CLOSED,PIONEER ST / N PROSPECT AVE,"1,005,323.00","1,261,124.00"
392 ,Heating/air conditioning complaints, 02/04/2010, 02/07/2010,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
393 ,Misc. request/problem involving City facilities, 02/04/2010, 02/18/2010,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
394 ,Pothole repair, 02/04/2010, 02/24/2010,CLOSED,S MATTIS AVE / W WINDSOR RD,"1,000,201.00","1,244,407.00"
395 ,Pothole repair, 02/04/2010, 02/19/2010,CLOSED,300-400 N MCKINLEY AVE,"1,004,047.00","1,257,017.00"
396 ,Pick up dead animal(s), 02/04/2010, 02/09/2010,CLOSED,500 TOWN CENTER BLVD,"1,007,365.00","1,265,689.00"
397 ,Plow request, 02/05/2010, 02/09/2010,CLOSED,W CHURCH ST / N RANDOLPH ST,"1,008,905.00","1,257,003.00"
398 ,Pothole repair, 02/05/2010, 02/25/2010,CLOSED,W WASHINGTON ST / N NEW ST,"1,006,159.00","1,257,705.00"
399 ,Blade or grade alley, 02/05/2010, 03/08/2010,CLOSED,N SECOND ST / E JOHN ST,"1,011,188.00","1,253,638.00"
400 ,Pick up furniture, 02/05/2010, 02/09/2010,CLOSED,I74 & N Mattis Ave,"999,922.28","1,265,243.05"
401 ,Pick up garbage, 02/05/2010, 02/09/2010,CLOSED,100 E ARMORY AVE,"1,010,746.00","1,252,334.00"
402 ,Sewer backup, 02/05/2010, 02/09/2010,CLOSED,1207 NORTHWOOD DR N,"1,003,116.00","1,260,723.00"
404 ,Sewer backup, 02/05/2010, 02/09/2010,CLOSED,410 E JOHN ST,"1,012,471.00","1,253,781.00"
405 ,Snow & Ice mailbox repair, 02/05/2010, 03/12/2010,CLOSED,2110 LEAHS LN,"985,281.00","1,246,490.00"
406 ,Snow & Ice mailbox repair, 02/05/2010, 03/10/2010,CLOSED,1004 BROADMOOR DR,"1,004,631.00","1,247,781.00"
407 ,Electric handhole in need of repair, 02/05/2010, 02/09/2010,CLOSED,W JOHN ST / S NEIL ST,"1,009,391.00","1,253,619.00"
408 ,Tree inspection, 02/05/2010, 02/09/2010,CLOSED,1709 LINCOLN RD,"1,003,175.00","1,249,000.00"
409 ,Snow & Ice mailbox repair, 02/05/2010, 03/10/2010,CLOSED,1010 DEVONSHIRE DR,"1,004,457.00","1,246,801.00"
410 ,Curb repair needed, 02/05/2010, 03/12/2010,CLOSED,S RIDGEWAY AVE / W HEALEY ST,"1,004,388.00","1,254,617.00"
411 ,Snow & Ice mailbox repair, 02/05/2010, 03/10/2010,CLOSED,3905 GLENN BROOKE RD,"990,775.00","1,251,242.00"
412 ,Snow & Ice mailbox repair, 02/05/2010, 03/10/2010,CLOSED,1409 W WILLIAM ST,"1,001,794.00","1,253,102.00"
413 ,Snow & Ice mailbox repair, 02/05/2010, 03/10/2010,CLOSED,901 GALEN DR,"1,005,374.00","1,242,272.00"
414 ,Snow & Ice mailbox repair, 02/06/2010, 02/11/2010,CLOSED,4606 COPPER RIDGE RD,"987,486.00","1,244,795.00"
415 ,Snow & Ice mailbox repair, 02/06/2010, 03/04/2010,CLOSED,4511 COPPER RIDGE RD,"988,116.00","1,244,700.00"
416 ,Snow & Ice mailbox repair, 02/06/2010, 02/11/2010,CLOSED,4203 COPPER RIDGE RD,"989,443.00","1,244,847.00"
417 ,Snow & Ice mailbox repair, 02/06/2010, 02/26/2010,CLOSED,3007 CLAYTON RD,"994,542.00","1,258,318.00"
418 ,Snow & Ice mailbox repair, 02/06/2010, 03/10/2010,CLOSED,3914 ROCKDALE DR,"990,655.00","1,261,056.00"
419 ,Snow & Ice mailbox repair, 02/06/2010, 03/05/2010,CLOSED,2902 SOUTHWOOD DR,"995,451.00","1,247,988.00"
420 ,Snow & Ice mailbox repair, 02/06/2010, 03/05/2010,CLOSED,2317 SUMAC DR,"997,877.00","1,244,990.00"
421 ,Snow & Ice mailbox repair, 02/06/2010, 03/10/2010,CLOSED,608 DOISY LN,"1,006,362.00","1,268,857.00"
422 ,Slick street, 02/06/2010, 02/09/2010,CLOSED,5 ALDER CT,"999,371.00","1,247,666.00"
423 ,Snow & Ice mailbox repair, 02/06/2010, 03/10/2010,CLOSED,2204 S MATTIS AVE,"1,000,283.00","1,245,516.00"
424 ,Snow & Ice mailbox repair, 02/06/2010, 03/05/2010,CLOSED,601 COREY LN,"1,006,515.00","1,268,981.00"
425 ,Request to repair or replace a stop sign, 02/06/2010, 02/09/2010,CLOSED,W HEALEY ST / S FIRST ST,"1,010,718.00","1,254,515.00"
426 ,Snow & Ice mailbox repair, 02/06/2010, 03/10/2010,CLOSED,1729 GEORGETOWN DR,"1,001,577.00","1,248,237.00"
427 ,Snow & Ice mailbox repair, 02/08/2010, 03/05/2010,CLOSED,607 COREY LN,"1,006,360.00","1,268,965.00"
428 ,Slick street, 02/08/2010, 02/09/2010,CLOSED,CHESTER ST / N WALNUT ST,"1,009,629.00","1,256,359.00"
429 ,Snow & Ice mailbox repair, 02/08/2010, 02/16/2010,CLOSED,1001 PRESTWICK PT,"990,113.00","1,252,268.00"
430 ,Slick street, 02/08/2010, 02/08/2010,CLOSED,1625 CLOVER LN,"999,240.00","1,249,173.00"
431 ,Tree inspection, 02/08/2010, 02/09/2010,CLOSED,1800 JEANNE ST,"1,003,547.00","1,262,834.00"
432 ,Pothole repair, 02/08/2010, 02/12/2010,CLOSED,E BRADLEY AVE / N FOURTH ST,"1,012,076.00","1,260,286.00"
433 ,Snow & Ice mailbox repair, 02/08/2010, 03/09/2010,CLOSED,611 COREY LN,"1,006,258.00","1,268,966.00"
434 ,Snow & Ice mailbox repair, 02/08/2010, 03/04/2010,CLOSED,2503 W KIRBY AVE,"996,824.00","1,249,682.00"
435 ,Snow & Ice mailbox repair, 02/08/2010, 03/10/2010,CLOSED,2902 SOUTHWOOD DR,"995,451.00","1,247,988.00"
436 ,Misc. request/problem involving City facilities, 02/08/2010, 02/18/2010,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
